iter	Logloss
0	0.6232640574
50	0.009009444307
100	0.002147820122
150	0.001436219589
200	0.001200363885
250	0.001040001873
300	0.0009155905986
350	0.0008022723979
400	0.0007047686423
450	0.0006112807915
499	0.0005372504602
